"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"bidirectional_promoter_lncRNA"	"IG_C_gene"	"IG_C_pseudogene"	"IG_J_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"macro_lncRNA"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_pseudogene"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unmapped_reads"	"unprocessed_pseudogene"
"Re M25 K"	0	0.0149390131853064	0.00142881103791453	0.00013229731832542	0	0	0	0	0	0.422028445458089	0	24.0273335785067	0.191929011587419	0.130995512713098	0.605162331323234	20.4784685982128	0.000388954115876734	0.0102239367601884	0.0528924678665028	4.14782256738769	0.00685035514289023	0.0371570248248774	2.11086192470213	0.176960892992081	5.29189273301679e-06	0.000272532475750365	22.5156276868758	0.782062367548886	0.000201091923854638	0.00504846566729802	4.23351418641343e-05	0	0	2.64594636650839e-06	0	0.00183099488562381	0.000439227096840393	0.00248189769178487	2.11675709320672e-05	3.63186567186492	1.64805944573615	0.00141028941334897	18.9894490507284	0.00560411440426478
"Re M26 10' K gefällt"	0	0.0117722809292444	0.00104096449962579	9.38208347302213e-05	0	0	0	0	0	0.408415496557043	0	17.6896994731022	0.223454422374607	0.126260505252895	0.367969781470725	15.1620321557061	0.000187641669460443	0.0226733683931368	0.0541927012036945	5.43644826844267	0.0130500313450941	0.0351381364358662	4.66869450721009	0.17964456021439	0	0.000102756152323576	24.9737927134987	0.713601268958063	0.00118839723991614	0.00634407549128163	4.46765879667721e-06	0	0	0.000209979963443829	0	0.00169771034273734	0.000406556950497626	0.00301566968775711	1.34029763900316e-05	4.26434011249922	3.05328290716634	0.000924805370912182	22.5754328446549	0.00487421574717483
"Re M27 30' K"	0	0.0121779114179568	0.00147762240652801	0.000191899013834806	0	0	0	0	0	0.486498541893723	0	25.0832160478544	0.175407212585843	0.160707748126097	2.06829908505237	15.7454253865738	0.000230278816601767	0.0226402456522304	0.0552093462802737	4.13219600672736	0.0103702227076329	0.040314144826416	2.21119092873404	0.161360204773135	0	0.000165033151897933	22.0456964516068	0.896260506135184	0.000276334579922121	0.00622136602852441	1.15139408300884e-05	0	0	1.53519211067845e-05	0	0.00127420945186311	0.000449043692373446	0.00224521846186723	3.83798027669612e-06	4.67798366793549	2.14268298079502	0.00161195171621237	19.8539180271123	0.00427167204796278
"Re M28 10' B"	0	0.0218116153983281	0.00194192894837726	0.000104439876215248	0	0	0	3.26374613172649e-06	6.52749226345298e-06	0.532953424580277	0	24.8593080636266	0.167371429127198	0.149822266176905	0.336746798379276	15.446357427591	0.000489561919758974	0.0137501624529637	0.0765674842503035	5.38958717462654	0.0080940904066817	0.0413157622815256	1.88603403212531	0.23920974523263	3.26374613172649e-06	0.000326374613172649	26.3544693315241	0.774819859164132	0.00124348727618779	0.00683428439983527	2.93737151855384e-05	0	0	9.79123839517947e-06	0	0.00177221414952748	0.000447133220046529	0.00280355792715306	3.91649535807179e-05	2.2274936799188	1.87410830375999	0.00190929148706	19.5759460343494	0.00626965631904659
"Re M29 30' B"	0	0.0161011692294481	0.0015380758973097	6.84389743533589e-05	0	0	0	3.60205128175573e-06	0	0.389439376378302	0	19.9159720681095	0.193296877932858	0.097442691274056	0.927167999923925	19.8908297501628	0.000284562051258703	0.0266551794849924	0.0502810338420282	5.52779794826439	0.0124378830759025	0.0277610092284914	5.04720506214997	0.170892118960337	0	0.000190908717933054	17.905379083659	0.906492225566647	0.000778043076859237	0.00798574769165245	3.60205128175573e-06	0	0	0.00024493948715939	0	0.00194870974342985	0.000309776410230993	0.00281320205105122	2.16123076905344e-05	6.21538991538745	3.4768043566378	0.00142281025629351	19.1814381686825	0.00360205128175573
"Re M3 10'"	0	0.0126587088536595	0.000951151604473863	0.000149200251682175	0	0	0	0	9.32501573013591e-06	0.259883525891023	0	12.1434924095538	0.140099036329562	0.270905694484043	0.527791227817827	43.5932316238326	0.000307725519094485	0.118511624914297	0.0374819007272813	4.45348297496909	0.00680259897513415	0.0214988237658283	5.73041799149885	0.0932548198092242	0	0.000144537743817107	10.6434284166333	0.96740510689149	0.000102575173031495	0.00683989903805469	2.33125393253398e-05	0	0	1.86500314602718e-05	0	0.004116994444855	0.000326375550554757	0.00403306930328378	0	3.51862683548364	2.68905478609929	0.00291406741566747	14.7457546117448	0.00628039809424654
"Re M30 1h K gefällt"	0	0.0128717561416582	0.00126439666639013	4.95194516862974e-05	0	0	0	3.3012967790865e-06	0	0.465803071638767	0	19.6468523604288	0.198447551984447	0.137954589804466	0.313012454109086	16.1450612253549	0.000346636161804082	0.00837538992854244	0.0549368797007784	4.40831402542401	0.00563201230512156	0.0505395523910352	1.93258903836757	0.26316287274488	0	0.00018817391640793	28.0869708149188	0.590222344648979	0.000736189181736289	0.004694444019861	4.6218154907211e-05	3.3012967790865e-06	0	3.3012967790865e-06	0	0.00165064838954325	0.00032022578757139	0.0020302975191382	9.90389033725949e-06	2.45189292560822	1.55900108965903	0.00125119147927378	23.6516290727645	0.00413322356741629
"Re M31 1h B"	0	0.0202364464047129	0.00191906352210068	0.000107195646329875	0	0	0	0	7.84358387779571e-06	0.435141117316432	0	31.1693146867291	0.177675476527788	0.171029346455335	0.237440971148632	12.3954221497893	0.000460156920830682	0.0146492001557631	0.0829589721474859	5.49708163774659	0.00539377117996418	0.0336411312518658	2.98781195959341	0.2252415836907	5.22905591853047e-06	0.000360804858378603	25.0068278397656	0.593317444324019	0.00123928625269172	0.00741741582043547	1.04581118370609e-05	2.61452795926524e-06	0	1.83016957148567e-05	2.61452795926524e-06	0.00192429257801921	0.000339888634704481	0.00287336622723249	2.35307516333871e-05	1.56806052904137	2.19281767207555	0.00192690710597848	17.1615366752125	0.00576241962222058
"Re M32 2h K gefällt"	0	0.0166283517673411	0.00154222875941113	3.83345580733169e-05	0	0	0	8.84643647845775e-06	8.84643647845775e-06	0.531063377050457	0	20.6159419862491	0.226769552688786	0.153532853895794	0.210677884734471	9.50016159490634	0.000374499144254711	0.0222635318041187	0.0557856284331546	5.56711260570017	0.0110226598521584	0.0591767624165634	4.57550374558121	0.244633456750952	5.89762431897183e-06	0.000232956160599387	28.0732461349919	0.574859135243141	0.00212314475482986	0.0083127014775908	2.94881215948592e-05	2.94881215948592e-06	0	4.12833702328028e-05	0	0.00143312270951016	0.000241802597077845	0.00273944649616242	1.76928729569155e-05	1.94024762944991	2.9739389878969	0.0011942689245918	24.6230592392772	0.00602737205398921
"Re M33 2h B"	0	0.00982672533166868	0.00102790013929589	4.11160055718355e-05	0	0	0	0	5.13950069647944e-06	0.446586634019188	0	26.7487061178509	0.163420703645957	0.156950072269089	0.649339936495302	13.1785637798931	0.000287812039002848	0.0122628486617999	0.0405712184980087	4.14577309731444	0.00492878116792378	0.0266483111112459	2.56870189009764	0.132506606956633	0	0.000159324521590863	21.38634125267	0.532061670102337	7.70925104471916e-05	0.00797650508093609	2.56975034823972e-05	0	0	5.13950069647944e-06	0	0.00116152715740435	0.000118208516019027	0.00140822319083537	0	2.46480174401761	2.16472685635296	0.00152643170685439	25.1496378476532	0.0038237885181807
"Re M34 10' K"	0	0.0146414415545028	0.00155980252543094	6.06788167787779e-05	0	0	0	0	3.56934216345752e-06	0.428702979226393	0	30.2959266631537	0.179013217523885	0.16996493513952	0.38511417272625	13.2102459965634	0.000235576582788197	0.0109007709671993	0.0643623778914661	4.38951631380329	0.00405477269768775	0.033273407647751	1.72710116197436	0.173559262698122	0	0.000217729871970909	23.8220537302356	0.578704583645695	0.000928028962498956	0.00615711523196423	2.49853951442027e-05	0	0	3.56934216345752e-06	0	0.00122428436206593	0.000249853951442027	0.00243072201331457	1.07080264903726e-05	2.7436747955222	1.72740812540041	0.00132422594264274	20.0217715594602	0.00557888180148411
"Re M35 30' K gefällt"	0	0.0126539833542601	0.00104931680148963	3.88635852403565e-05	0	0	0	0	3.88635852403565e-06	0.42599541689512	0	15.2380464550425	0.232800648306784	0.129897647307368	0.156550294065204	17.7890521902195	0.000252613304062317	0.0179510900225207	0.056799129828781	5.0173976725687	0.0100190322749639	0.0325327072047024	4.06701201366692	0.225960657304481	0	0.00015156798243739	25.231786308732	0.595829284395478	0.000567408344509205	0.00623371907255318	2.72045096682496e-05	7.7727170480713e-06	0	6.60680949086061e-05	0	0.00143406629536916	0.000190431567677747	0.00240565592637807	3.10908681922852e-05	4.11232695405718	2.62363011691566	0.00122808929359527	24.0050144906764	0.00505615243977038
"Re M36 10' B"	2.61514653646724e-06	0.0208034906975969	0.00182537228245413	7.84543960940171e-05	0	0	0	7.84543960940171e-06	1.0460586145869e-05	0.461782575409385	0	26.6398335197715	0.191329350901016	0.140658271610427	0.218032612184883	9.81982817179682	0.000536105039975784	0.0112634361325644	0.0684357697128111	5.58228656644989	0.00832401142557522	0.0270850726781912	1.634895469324	0.28447302509037	5.23029307293448e-06	0.000319047877449003	29.3536469199131	0.71108187958427	0.00152201528422393	0.00663985705609032	4.70726376564103e-05	2.61514653646724e-06	0	3.92271980470086e-05	0	0.00166584834372963	0.000334738756667806	0.0032166302398547	4.4457491119943e-05	1.64033497411986	1.78837057410966	0.00203196885883504	21.3732317523247	0.00597299468929117
"Re M37 30' B"	0	0.0229205207552385	0.00207681819034286	0.000109085399896797	4.19559230372295e-06	0	0	2.51735538223377e-05	0	0.437503778655319	0	32.0512498312847	0.177137907063183	0.127541810440874	0.206129449881909	7.15815037648938	0.000516057853357923	0.0104973719439148	0.0525372068272188	5.09129252227555	0.00306697797402148	0.0233988182778629	1.30519841858057	0.146753427599621	0	0.000486688707231863	25.8636532356387	0.65008185390805	0.000130063361415412	0.00799679893089595	1.67823692148918e-05	1.25867769111689e-05	0	1.67823692148918e-05	0	0.00163208540614823	0.000373407715031343	0.00308376034323637	2.51735538223377e-05	1.42098837497871	1.95183569120726	0.00186703857515671	23.2749937622031	0.00669616531674184
"Re M38 0h K"	0	0.0193323486386261	0.00219585105649861	6.32810102737353e-05	0	0	0	0	0	0.293623887670132	0	41.5681439344297	0.11781658492764	0.107103109888297	0.152273095021689	11.4917808409021	0.000386014162669785	0.00988449380475745	0.0319822225923458	3.92237850030207	0.00265780243149688	0.0234329581043642	1.15474554737409	0.0835246054603032	0	0.000303748849313929	14.2830239387632	0.421400903614858	9.49215154106029e-05	0.00763168983901248	7.59372123284824e-05	0	0	0	0	0.00143015083218642	0.000556872890408871	0.00289827027053708	3.79686061642412e-05	1.48927428008517	1.78370183658578	0.00108843337670825	23.0207582596431	0.00639771013867464
"Re M39 0h B"	0	0.0168168511753056	0.00154621039786749	4.64153215119698e-05	0	0	0	2.90095759449811e-06	0	0.532546191367586	0	27.6380380057936	0.200261805620988	0.135819933616807	0.287731479010295	9.67930900118405	0.000365520656906762	0.0101997669022554	0.0652106257667231	4.80833431192303	0.00736263037483621	0.0436420060516296	1.5617073133373	0.292390416907059	2.90095759449811e-06	0.000269789056288325	28.9078915793788	0.905673159087122	0.00112847250425977	0.00594116115353214	4.64153215119698e-05	0	0	2.03067031614868e-05	0	0.00106465143718081	0.000385827360068249	0.00246871491291789	1.16038303779925e-05	2.01494422502891	1.7664481974842	0.00155491327065099	21.1048291196731	0.00598757647504411
"Re M4 30'"	0	0.0276138994228271	0.00170833579393629	0.000136666863514903	0	0	0	1.07894892248608e-05	3.59649640828693e-06	0.414061034989666	3.59649640828693e-06	27.844582298951	0.165845238875335	0.298832886564561	0.307827724081687	15.8648865352138	0.000532281468426466	0.0261609148738791	0.0670602720289181	5.66679439024245	0.011706595808974	0.0381264584242498	2.42229787492378	0.176382973351616	0	0.000557456943284474	20.2735941133698	0.896013132678565	0.000751667749331969	0.0103183481953752	4.67544533077301e-05	3.59649640828693e-06	0	1.79824820414347e-05	0	0.00194210806047494	0.000543070957651327	0.00435895364684376	6.47369353491648e-05	2.8112517684872	2.74925536340115	0.00374035626461841	19.9013027876659	0.0116634378520745
"Re M40 2h K"	5.46817368439774e-06	0.0217824698717984	0.00196307435269879	3.82772157907842e-05	0	0	0	1.09363473687955e-05	2.73408684219887e-06	0.486394049227179	0	24.9115584423503	0.184925431745805	0.1355806324178	0.191932896322361	11.0191710615062	0.000514008326333388	0.0161994645400283	0.0613802496073646	5.50948026840968	0.0100040237556057	0.0503536773727766	1.80639750620658	0.222705043731309	0	0.000431985721067421	28.7988831145886	0.77149642287115	0.00161584532373953	0.00805188575027567	2.1872694737591e-05	2.73408684219887e-06	0	2.73408684219887e-05	0	0.00154202497900016	0.000377303984223444	0.00414214156593129	4.1011302632983e-05	2.31886927573465	2.38713942418436	0.00152562045794697	21.0654774701265	0.00995481019244608
"Re M41 2h B"	0	0.0294256988748831	0.00255812447615679	0.000101743587119872	0	0	0	7.26739907999088e-06	7.26739907999088e-06	0.372476005046773	0	39.1593770414578	0.148843600557293	0.155471468518245	0.18332014179277	7.07003832317557	0.000719472508919097	0.0138371278483026	0.0470854786392609	5.39308598546767	0.00313951640255606	0.0315477794062404	1.65632745911888	0.108509535663344	0	0.000305230761359617	23.0917608697216	0.658419089248094	0.000145347981599818	0.0090842488499886	2.18021972399726e-05	0	0	7.26739907999088e-06	0	0.00170057138471787	0.000428776545719462	0.00430956765443459	2.18021972399726e-05	1.41254982437967	2.17302499890807	0.00146801461415816	18.2604957049308	0.010377845886227
"Re M42 2h K gefällt"	0	0.00969018544183738	0.00106011200051546	6.03057724844121e-05	0	0	0	1.26959521019815e-05	0	0.569092878983296	0	19.4050327706329	0.371547038264489	0.163390555576451	1.4973732868598	14.3634321030797	0.000152351425223778	0.0129466971559956	0.062483128269902	5.20219811366718	0.013762412078548	0.0476415602626856	3.7273982296447	0.239537702296111	0	0.000120611544968824	32.7132852505887	0.486924676979271	0.000676059449430515	0.005151382565379	0	0	0	0	0	0.000834758850705284	0.000241223089937649	0.00151716627618679	1.26959521019815e-05	5.42634832201569	2.34529149191879	0.00134577092281004	13.327813768157	0.00362469432511572
"Re M43 2h B"	3.52120487179821e-06	0.0181905443677096	0.00205286244025836	7.39453023077625e-05	0	0	0	3.52120487179821e-06	7.04240974359642e-06	0.454358670632482	0	30.5057788253754	0.174694016099653	0.148383573297577	0.264555164427943	11.7682293656514	0.0003943749456414	0.0149052602223218	0.0648148180751897	4.97601883422062	0.0104157240107791	0.0559695514372326	2.72162023312489	0.190507747178899	7.04240974359642e-06	0.000299302414102848	24.5484213206138	0.783341320599718	0.000929598086154728	0.00714100348000677	2.11272292307893e-05	0	0	1.40848194871928e-05	0	0.00170426315795033	0.000348599282308023	0.00282752751205396	1.76060243589911e-05	2.40768721277972	2.35801709685813	0.00144721520230907	18.5099317344011	0.00686634950000651
"Re M44 0h K"	2.54571693944236e-06	0.0215393110246218	0.00189146768600567	0.000124740130032676	0	0	0	5.09143387888472e-06	2.54571693944236e-06	0.337931195126276	2.54571693944236e-06	30.9504956065381	0.250638561272797	0.164402399949188	0.216449582776086	15.503624909993	0.000491323369312375	0.014950995585345	0.0538317304014481	5.22149710303777	0.00562094300228873	0.0437812399245297	1.94651117767029	0.214326454848592	2.54571693944236e-06	0.000392040408674123	27.2409939853619	0.314841542485534	0.00232678528265032	0.00701599588510314	3.30943202127507e-05	0	0	1.52743016366542e-05	0	0.0021154907766766	0.000341126069885276	0.00338325781251889	1.78200185760965e-05	2.27889270986859	2.12121863979034	0.00156307020081761	13.0716124176508	0.00711273312880195
"Re M45 0h K gefällt"	0	0.0123352367459163	0.00117000890543921	1.85715699276065e-05	0	0	0	0	0	0.468033276687569	0	26.1223728285749	0.177157919853424	0.172529884627465	0.211333322834206	14.0606915933783	0.000237716095073364	0.00844263568908993	0.0454112027869835	3.84169638365476	0.00622147592574819	0.0447277690136476	1.64219849947658	0.217569656015896	0	0.000204287269203672	29.363676356668	0.687471232638182	0.00161944089768729	0.00368831378762266	2.60001978986492e-05	0	0	1.85715699276065e-05	0	0.0022137311353707	0.000345431200653482	0.00356945574008598	4.45717678262557e-05	2.19542699605005	1.4669534513257	0.000854292216669901	19.2344932591144	0.00724662658575207
"Re M46 0h K ohne Narkose gefällt"	0	0.0121216123750795	0.000710577277159831	0	0	0	0	0	0	3.36955744829192	0	6.20175128039756	0.064829726874994	0.0540038730641472	0.0642027469245589	1.89205829575982	0.000167194653449372	0.013166578959138	0.0645789348948199	19.4130548093333	0.00221532915820418	0.198543650971129	0.727672930475029	0.0309728095514962	0	0.000208993316811715	58.7664545663159	0.428227306147204	0.000376187970261087	0.00543382623710459	0	0	0	0	0	0.0011703625741456	0.00041798663362343	0.00372008103924853	0.000125395990087029	0.510612471634382	1.52335228624059	0.00183914118794309	6.6440229374345	0.00443065831640836
"Re M47 10' gefällt"	0	0.0108385815389092	0.00126604513702358	7.94035277575764e-05	0	0	0	0	0	0.598129129369433	0	21.0677365909719	0.297163291325632	0.17197039589452	1.21937350793052	17.3285362427256	0.000216154047784514	0.011619382895192	0.0728836158672599	4.96444089461661	0.00310556019674077	0.0342802674557848	2.55978004869907	0.239370757039409	0	0.000119105291636365	32.6114920372819	0.555043892946752	0.00103224586084849	0.00477303427964987	8.82261419528627e-06	0	0	0	0	0.00103665716794614	0.000277912347151517	0.00198949950103705	4.41130709764314e-06	3.76797971575125	1.88040346520524	0.00107635893182493	12.58979987576	0.00417309651437041
"Re M48 10' K"	0	0.0206684190762298	0.00189861058956065	4.80660908749531e-05	0	0	0	6.00826135936913e-06	0	0.381446488922268	0	31.437158092377	0.173110026286143	0.162295155839279	0.150585054449869	6.46382576042058	0.000594817874577544	0.0168291400675929	0.0459992489673301	4.88082313180623	0.00368306421329328	0.0337844536237326	2.60607134810364	0.115358618099887	6.00826135936913e-06	0.00027638002253098	24.0110792339467	0.505949680811115	0.00021028914757792	0.00824934284641382	6.00826135936913e-05	0	0	6.00826135936913e-06	0	0.00142996620352985	0.000390536988358994	0.00305820503191889	0.000108148704468644	0.947719113781449	2.25280360495682	0.00131580923770184	25.7658159969959	0.00733608711978971
"Re M49 10' K"	2.65073525299227e-06	0.0176114850208806	0.001715025708686	3.9761028794884e-05	0	0	0	2.65073525299227e-06	5.30147050598454e-06	0.395630188714855	0	21.2282462772677	0.199383004259573	0.142010490443808	0.144777858047932	20.6794513041644	0.00039761028794884	0.021958690835788	0.0425999662508388	5.17006825802321	0.00799991899353067	0.0449644220965079	3.07153152219903	0.179369953099481	2.65073525299227e-06	0.000262422790046235	22.2957768857052	0.580298961585068	0.00127500365668928	0.00806353663960248	3.9761028794884e-05	0	0	1.32536762649613e-05	0	0.00164345585685521	0.000379055141177895	0.00294231613082142	2.12058820239382e-05	1.68620426428021	2.56414898595328	0.00143404777186882	21.5027908796258	0.00693697415708077
"Re M5 1h"	2.9742838363229e-06	0.0265603546583635	0.00243296417811213	9.81513665986557e-05	0	0	0	8.9228515089687e-06	5.9485676726458e-06	0.409225764471995	8.9228515089687e-06	35.381902059867	0.141382582159609	0.136927104972797	0.195606750779612	14.2886023153194	0.000675162430845298	0.0200347759214711	0.0679058742670881	5.77222238399021	0.00940765977428933	0.0512915247573884	2.66516354293002	0.135508371582871	5.9485676726458e-06	0.000440194007775789	21.661738922778	0.759742140298813	0.00894367149582296	0.00998467083853597	4.16399737085206e-05	0	0	2.37942706905832e-05	0	0.00319140655637447	0.000449116859284758	0.00416994593852471	2.67685545269061e-05	1.93192822018052	2.7157739566889	0.00121350780521974	13.5890745512869	0.00827743191648663
"Re M50 0h K gefällt"	9.08352831126854e-06	0.0141612206372676	0.00142308610209874	8.47795975718396e-05	0	0	0	6.05568554084569e-06	0	0.51048217972221	0	19.9548554698615	0.240410715971574	0.147846534636977	0.375125496513227	21.698102638662	0.000369396817991587	0.00915619653775868	0.0599664260682244	4.9682691161188	0.00540469934520478	0.0465621661235625	2.49078218686186	0.226082963981933	0	0.000254338792715519	32.4202964294406	0.459678005877285	0.000950742629912773	0.00463562728151738	2.42227421633828e-05	0	0	1.21113710816914e-05	0	0.00214068483868895	0.000323979176435244	0.00213462915314811	2.42227421633828e-05	3.16339626341191	1.5967722469385	0.00123535985033252	11.5942155365032	0.00480518647666105
"Re M6 1h"	6.78662985055705e-06	0.025633100945554	0.00228709425963773	0.000176452376114483	0	0	0	0	6.78662985055705e-06	0.362725005622723	0	37.8306496962915	0.120184428023515	0.23768813725606	0.233398987190508	14.0557890834887	0.000536143758194007	0.0214457503277603	0.0537772549358141	5.1814154385242	0.00775711791918671	0.044187746956977	1.64600205743471	0.152135881359937	6.78662985055705e-06	0.000420771050734537	16.5726107635678	0.632052411242079	0.00291146420588898	0.00910087062959701	0	0	0	6.78662985055705e-06	0	0.0019274028775582	0.000380051271631195	0.00436380299390818	1.35732597011141e-05	2.05261619830098	2.18655712503157	0.00219886807158049	18.5481376333963	0.0108925409101441
"Re M7 K"	0	0.0184699176383533	0.00185074963110661	0.000112736018138474	0	0	0	0	4.69733408910307e-06	0.4108523261034	0	30.9262189264891	0.144814112632959	0.146317259541472	0.353958215616184	14.8123196605368	0.000685810777009049	0.00903297345334521	0.0529295605160134	4.83647851949048	0.00372968326674784	0.0279021644892723	1.90905294182056	0.158394105484556	0	0.000403970731662864	23.4841150957709	0.839282076368224	4.69733408910307e-06	0.00606425830903207	4.69733408910307e-06	0	0	2.81840045346184e-05	0	0.00165815893345338	0.000310024049880803	0.00280430845119453	9.39466817820614e-06	2.26374394155464	1.60442612880813	0.00170513227434442	17.9760305375568	0.00628503301121991
"Re M8 2h"	4.1965999650675e-06	0.0226868194111549	0.00228295038099672	7.5538799371215e-05	0	0	0	8.393199930135e-06	4.1965999650675e-06	0.410242826185139	0	33.7685501259106	0.157057753692651	0.164531898230436	0.210018845251803	17.0739634796763	0.000528771595598505	0.0138949424843385	0.0642919114648341	5.22175379773412	0.00686144094288536	0.0527260819611081	1.69515780348951	0.184104840467511	4.1965999650675e-06	0.00035251439706567	23.1952794629225	0.690470788852521	0.00224518098131111	0.00784344533471116	2.09829998253375e-05	0	0	4.1965999650675e-06	0	0.0020017781833372	0.000461625996157425	0.00409588156590588	2.09829998253375e-05	1.91433362986509	2.00944956807334	0.00138068138850721	13.1153443054279	0.00794416373387278
"Re M9 1h K"	0	0.0236425450233321	0.00226956718328849	0.000204993164942186	0	0	0	2.44039482074031e-05	9.76157928296124e-06	0.384650150855446	0	40.7944939616823	0.1329136635168	0.182717241018469	0.223925747961489	11.8823507132396	0.00055152922948731	0.0120799543626645	0.0637968014037932	5.01577764059505	0.00252824903428696	0.0346877719820028	1.58278151125647	0.122600555004352	0	0.000434390278091775	20.2591816438578	0.662542789882787	0.000258681850998473	0.00724309182795724	4.88078964148062e-05	0	0	4.88078964148062e-06	0	0.00252824903428696	0.000434390278091775	0.00338238722154607	2.44039482074031e-05	1.45816030934054	1.68539523267896	0.00163506452989601	15.4495539153499	0.00716499919369355
"RNA Mausohr 1 -0h"	3.54004882010527e-06	0.016174483059061	0.00167444309190979	4.24805858412632e-05	0	0	0	7.08009764021054e-06	3.54004882010527e-06	0.5629491835196	0	29.930287942615	0.244858096789041	0.203032419979497	0.355764286274119	7.91700058177162	0.000421265809592527	0.00739516198519991	0.0630730498278156	4.84604717086732	0.00505518971511032	0.0415743333433163	1.54477110362934	0.285929743199903	0	0.000258423563867685	33.5296927612869	0.894938501917892	0.00209924895032242	0.00456312292911569	1.77002441005263e-05	0	0	1.41601952804211e-05	0	0.00117175615945484	0.000230103173306842	0.00317188374281432	1.41601952804211e-05	1.61613494779384	1.42960977546249	0.00202844797392032	16.4835187009097	0.00647120924315243
"RNA Mausohr 10 - 1h"	1.66923274106545e-05	0.0265018518189824	0.00267077238570471	0.000116846291874581	0	0	0	1.66923274106545e-05	1.66923274106545e-05	0.399619882320205	0	32.475401490814	0.171981049311973	0.241549105850444	0.267327623481631	10.9930716269438	0.000701077751247487	0.0105495509235336	0.0445963347321318	5.1496887242605	0.00418977418007427	0.0362501710268046	1.74703567912651	0.123211632727177	5.56410913688482e-06	0.00046182105836144	23.9249737749626	0.718215207389092	0.000422872294403246	0.00728341886018223	2.78205456844241e-05	0	0	2.78205456844241e-05	0	0.00225346420043835	0.000383923530445053	0.00477400563944718	5.56410913688482e-05	1.86038771046312	1.78529449355173	0.00203089983496296	19.9887783046927	0.0101099863017197
"RNA Mausohr 2 -0h"	0	0.0175451263956153	0.00179233569316249	5.11122345958884e-05	0	0	0	6.81496461278513e-06	0	0.248858655282768	0	42.2384350987579	0.239668675502427	0.21883873616345	0.11175178972045	15.1024795192424	0.000507714863652492	0.0128768756358575	0.021153650158085	4.26162908117137	0.00269531850435652	0.0164036198229738	1.6497018912992	0.25442988885372	3.40748230639256e-06	0.000306673407575331	18.866254990556	0.134081021274241	0.00111765419649676	0.00685244691815544	4.08897876767107e-05	0	0	3.06673407575331e-05	0	0.00120624873646297	0.000245338726060265	0.0024295348844579	4.08897876767108e-05	1.25728259896581	2.18826469227147	0.00139706774562095	13.1348493063099	0.00677066734280202
"RNA Mausohr 3 unbestrahlt- li"	7.50832062706491e-06	0.012903048997611	0.00124262706377924	3.37874428217921e-05	0	0	0	0	0	0.497651491161862	3.75416031353245e-06	24.8832615694305	0.217020499404684	0.165603519750544	0.26213048973209	9.71132196561076	0.000266545382260804	0.0063970891742593	0.0539735628276561	4.6337037625884	0.00830044845322025	0.0454253397937427	1.59531916275468	0.295880390950747	0	0.000210232977557817	33.8261219355024	0.913533616534673	0.00130644778910929	0.00384801432137076	1.12624809405974e-05	0	0	7.50832062706491e-06	0	0.00084093191023127	0.000210232977557817	0.00194840920272334	1.12624809405974e-05	1.67931099144934	1.36176158716888	0.00165183053795428	19.813005274783	0.00577389856221291
"RNA Mausohr 4 unbestrahlt- li"	0	0.0101012404975024	0.00162923233830684	0	0	0	0	0	0	2.28385789183852	0	8.78058476407086	0.109158566666558	0.073641301691469	0.0909111644775215	4.62441306905012	0	0.0117304728358092	0.0338880326367822	10.0797346306367	0.00228092527362957	0.341812944576774	1.906201835819	0.0498545095521892	0	0.000325846467661367	56.854995063426	0.767042584874859	0.000651692935322735	0.0019550788059682	0	0	0	0	0	0.00228092527362957	0.00162923233830684	0.00423600407959778	0	0.802885696317609	1.53669194149101	0.000651692935322735	11.6242468873516	0.00260677174129094
"RNA Mausohr 5 - 10min"	1.0301643805831e-05	0.0247582839466806	0.00206719652370343	7.21115066408173e-05	0	0	0	6.8677625372207e-06	3.43388126861035e-06	0.543343033132215	0	26.8072774657791	0.214648484219564	0.223161075884449	0.382359245378494	9.21279096048612	0.000566590409320708	0.0101230819798633	0.0694365131325699	5.59245680675277	0.00764038582265803	0.0566109665943102	1.88329844624427	0.278965080380636	0	0.0003983302271588	31.2054612722406	0.958482109100864	0.00191610574788457	0.00664799413602963	3.09049314174931e-05	3.43388126861035e-06	0	2.06032876116621e-05	0	0.00144909789535357	0.000415499633501852	0.00333429871182065	3.43388126861035e-05	1.85125003236433	1.8554977434936	0.00206719652370343	18.7945249922343	0.00886971531682053
